Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Afghanistan,AFG,..,0.00162776252475565,0.00193851377624702,0.00129589711544822,0.000872220253764918,0.00107637752933451,0.00316611766583391,0.0040171082591659,0.109759658709867,0.00661616208441344,0.00496405675816999,0.00545778248651692,0.0161380341741951,0.0146957032171999,0.0221440890371755,0.0259732745155127,0.025399068790409,0.0266858315480046,0.029101080046802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.36862265474656,1.41742464792145,1.27169217143433,0.612869673296686,0.654265038661154,0.569600771757156,0.392505226807326,0.18246430638044,0.0554377144704201,0.0331009512386763,0.0294247030075833,0.0177889919988865,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Albania,ALB,..,1.35354642713977,1.54518807530349,1.1397818150594,1.15637306235545,1.33705853816038,2.77663351256861,2.64966720733238,3.00847566138625,2.73816308738722,1.35748215176147,0.459639844900993,0.916225275620563,0.83942817638714,1.11613085761613,0.926516998854583,0.68298105743337,0.644512639910059,0.664610136036389,0.650141974404092,0.945520258379203,0.441779764685246,0.17592098952006,1.13513624534112,1.05331511516606,1.05617341296277,1.32497899423878,2.34122357908128,4.29220184936419,4.10811311763452,7.55276960231829,7.71798212335065,4.92463189792542,7.98968304790724,4.86064548160219,13.1350368534285,13.1022707410627,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Algeria,DZA,..,14.3947588904912,15.623652189828,12.1567196408339,10.044543447476,12.8196650975845,20.493674092483,23.856580991168,26.1694891376893,27.2770215091601,23.4055984425221,20.6149959961574,30.4955850209357,28.7212792782331,30.6644892391674,29.0409961395537,22.2278026666389,20.2261011695322,18.3938144765529,17.5673250488013,20.6176446454811,13.3524365964654,9.22125317655904,15.163190191917,16.8190288461941,14.3335852270227,12.9185847108586,12.204151824264,13.8430614439348,13.4989165481438,16.5087896012184,12.9293037134707,8.20469213564763,8.9928314351043,6.81774366088101,14.4638647014166,15.832920518591,16.8262525622564,18.2343551571788,23.6918668334673,30.9814684585809,37.6882193008104,20.6638744355622,23.9084298106781,24.4985488786891,23.2754714074172,28.7478446074342,11.6371097481101,9.97606332141321,8.07718062472924,8.29605605798992,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,American Samoa,ASM,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Angola,AGO,..,25.0903030417286,26.2315110976871,15.8255471014195,10.2897907086532,10.3447772067733,23.2704465838273,30.3898835415826,35.7956865122769,40.7071973218961,39.6755042552823,30.1823977084447,55.3834193577111,45.7826163716811,43.0168345572633,45.2505707118365,39.3950881210443,22.7750024381155,26.5866181268741,36.8414633493145,53.8732943871386,37.8374168701426,16.0903455499391,37.3205084628116,43.8146654554435,39.351134895651,36.5088515111217,31.7305965397004,26.638006637005,16.2798367322166,27.9434100340145,22.422517537677,14.8930926715001,16.3908627166153,6.41819857999691,14.4720940926206,15.8714986029741,9.81007749484725,3.76379877792185,9.41612050044339,19.0182819487054,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Antigua and Barbuda,ATG,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Argentina,ARG,..,1.53257384605461,1.41509678217918,0.723847251357923,0.537246824743345,0.712016893853712,2.0568502789127,2.21678648845945,2.42558447408521,2.68890246166013,2.33606865817559,2.13102904542995,4.14567586092666,3.92323603532812,4.82776588677362,4.84134728148559,4.06691283010871,4.17733203978432,4.70804086056989,1.61339964771952,1.98869640855447,1.12984923926858,0.639270077006171,1.24842934600908,1.41926827078385,1.06565514740471,0.885737102142948,0.963019136199979,0.964139951377816,0.943813343754445,2.2234650774898,2.80975784491193,1.12225281323613,1.63231807728055,1.03811687318526,3.12126283610169,3.76320136000323,3.03412504078441,2.86026673528258,4.92919623294912,5.95674218235372,5.10034888972501,2.29993902093329,2.06442721927339,2.44555984380105,2.18194896152411,1.72699963186166,0.468589415623693,0.44389730399401,0.394582757690264,0.268367181657603,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Armenia,ARM,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Aruba,ABW,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Australia,AUS,..,0.368744009615464,0.314528235503313,0.210123173418994,0.171619814628664,0.20609123021818,0.534261539241867,0.534822878882056,0.715930089899825,0.833347947056669,0.77521671491599,0.637010900527696,1.06806190954798,0.929552380629163,0.989480462813008,0.934197020773284,0.667582844168191,0.708159048145651,0.879958293147193,0.928857191733014,1.29791364548063,0.523036465328325,0.312685552111602,0.611584494866293,0.73027983129065,0.620470024681157,0.618007601131023,0.666532024065992,0.696086251571807,0.642433059428704,1.25372490883897,0.816881277074704,0.793906532882025,1.32151027400429,0.878329371405191,2.10332267689582,1.7152483022275,1.60113505279466,1.11256256224888,1.97070421906171,2.69640744858571,2.81916476562466,1.32902941613264,1.48390246115583,1.31831159858324,1.28608102274619,1.21883933287334,0.29550027773109,0.134577071258963,0.0644376748394355,0.0137434633369967,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Austria,AUT,..,0.0383608276359863,0.0436724545773559,0.0316929794044449,0.0231090819829673,0.0326247585841933,0.0695772125949506,0.0747839736832254,0.0909527801964669,0.0931930622781171,0.0637973726309283,0.0423628193463226,0.0735167701833173,0.0601621689023904,0.0639440026749149,0.0567212599745549,0.0440501545196534,0.0368600439720057,0.0395597364351998,0.040528677236383,0.0561711755247493,0.0210943710480775,0.00667877305817232,0.0249749889232666,0.0321448492189536,0.0240139249733523,0.0233762101746234,0.0280818006302022,0.0300034457719379,0.0355668915134393,0.067495755852194,0.0639314646162509,0.0396011157717975,0.0520684868141988,0.0411742896821065,0.1436459534103,0.149688128233789,0.145610853303623,0.10366693106439,0.181564257279171,0.22929886094861,0.217581175046292,0.113050769593995,0.143447361928775,0.171071783509507,0.174581956918299,0.227397451555862,0.0357334309567972,0.0194847509995574,0.0152445437287378,0.0121883140864806,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Azerbaijan,AZE,..,21.8627826553423,25.3076243145533,17.8561345541358,13.195138208753,12.0679391061669,20.4831490210851,23.7127986706928,27.8215476443262,31.8213223324878,29.3747478884258,24.6104966517234,37.089190511476,36.411829891974,39.681362178868,36.0241036441617,26.2894773452936,22.9831413518164,22.4266256833515,22.5279215620043,31.1170333561125,15.3326193806076,3.67730964318682,12.4497433388584,19.6438519190106,14.488632951785,12.5795408618078,12.4129914836559,10.8836832078726,6.56257238236829,14.4157480941837,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,"Bahamas, The",BHS,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bahrain,BHR,..,2.15006231106463,2.42564570734149,1.96374359111284,1.81372211734587,2.44740453424048,4.57462848775669,5.05512561310018,4.76763449419972,4.31055292400201,3.33562895030478,2.72768010603935,4.16546926786873,3.65646392130113,3.99583214850998,3.87391092126477,3.36090060262139,3.06954469214889,2.96984196819738,3.13244016240182,3.90312221462433,3.0832969846049,2.22784858706092,3.65585058213175,3.69147765226118,3.61123817103488,3.50255811678308,4.11722588322867,4.27781466782537,4.33862149049099,8.6188073832718,7.14769331470117,5.46528342409832,7.0117216858912,5.83384789804298,9.40361632031343,8.80522550695773,9.59303677467005,10.0497412834998,13.9252047696167,18.6427675266714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bangladesh,BGD,..,0.0154141285155065,0.0261805244410942,0.0173920182306968,0.0139593079921552,0.0292432760248232,0.0942057473881614,0.134063363114031,0.163667983439649,0.146344073980969,0.109200661173282,0.0859023695178138,0.209689066210975,0.150246637183845,0.105327270754595,0.0866682180330701,0.0886336329031148,0.0738980507730822,0.0830392261309407,0.0514114586464212,0.0312810813358113,0.0159620431051162,0.00903167114524345,0.0187673788646105,0.0187976949303,0.0143699225364553,0.0183715631960888,0.0145799078455192,0.0146183489839685,0.0119208176552172,0.0211318609264818,0.0107064337961716,0.00786078022740328,0.0105754310012778,0.00826813001153238,0.0157401064975027,0.0156811175010381,0.0097667138437134,0.00151030862605407,0.00198115067039785,0.0029857330917374,0.00438596709120981,0.00316410360814623,0.0058188055722858,0.00557301010838918,0.00260387604371732,0.00224622588871839,0.00110682049067114,0.00102834416802294,0.00100907922094061,0.000771790878262152,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Barbados,BRB,..,0.258224679030814,0.294328607941872,0.195257684635357,0.121477367685448,0.168746667383593,0.433147947355734,0.48458428969876,0.521252076196213,0.531359629335728,0.356179036793126,0.252706197843216,0.473749236129276,0.355577638296038,0.42054977296965,0.357157671553329,0.264647831593771,0.212054228392855,0.185329027112549,0.224811889824521,0.371341868255761,0.257022854534987,0.128197177699047,0.15798324316647,0.216161393170831,0.225644609588206,0.195643532788303,0.2418218598489,0.285356190159026,0.219261252654016,0.388069968131006,0.256669921809089,0.22622018163989,0.348066807441645,0.34288534363623,0.851256506732679,0.924612953220188,0.519844373990438,0.421955475266628,0.807578048888629,1.2367682634391,1.63383037212384,0.808579271425267,0.84291784681337,1.28433284931885,1.17921000541979,1.46206503894097,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Belarus,BLR,..,0.725318665831382,0.560376167831719,0.513979546216422,0.385046134517662,0.421769562603609,0.743865518390672,0.875074994304043,1.12697704345134,1.25248495143498,0.895421856098221,0.673974664864663,1.12721044328532,1.07946259410711,1.21464095419951,1.2350057144946,1.15082304568192,1.09921604131392,1.13654404162879,1.28283824812641,1.69039634852875,0.76834462690904,0.170263664213634,0.719754804773541,0.874755600186411,0.695850375435131,0.604524876449772,0.605350844687144,0.596514346062165,0.557718944237723,1.18698082653184,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Belgium,BEL,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..
