Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.83227781263571,1.41411798058979,11.2297148236429,5.35740325126351,13.8263195479763,3.92498382161573,21.3905283931066,14.3624414692681,0.426354784529209,12.7522870887171,5.60074465808154,2.72454336394854,1.45131466009755,2.26031420130452,2.64700320195786,1.18922812838034,3.911603419423,-1.9347782488959
Afghanistan,AFG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,330.303494438021,343.080889731082,333.216617124072,357.234761652514,365.284370559754,405.548889275729,412.014212359158,488.300371326933,543.302967401909,528.736683125618,576.190088453246,587.565035491396,583.656017892664,574.18411426293,571.075388473724,571.445240851978,564.617039478352,573.287505805589,549.391787084908
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6862687216715,6.78459655001657,8.68057078513406,26.4186641547444,-6.81116108898995,2.1785375238942,11.8041858089129,6.44121280934118,7.38577178397857,4.67399603536339,-0.661709164713696,4.38389195513914,4.9759515055383,0.626149149168811,2.30237251516844,..
Afghanistan,AFG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.08418062,0.65096337,0.5429256,0.5291841,0.49784002,0.55994755,0.62779981,0.53190351,0.46915734,0.47999978,0.34288675,0.44335932,0.47265697,0.52267283,0.55663341,0.60014659,0.48597482,..,..
Afghanistan,AFG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,1.16035997867584,1.11717998981476,1.42788004875183,..,1.30332005023956,..,..,..,1.7398099899292,1.84092998504639,1.90917003154755,1.72997999191284,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.4794499874115,3.4620099067688,2.60419988632202,3.45445990562439,3.69521999359131,3.2558000087738,4.22836017608643,4.0588698387146,..,..,..
Afghanistan,AFG,"Population, total",SP.POP.TOTL,8996967,9169406,9351442,9543200,9744772,9956318,10174840,10399936,10637064,10893772,11173654,11475450,11791222,12108963,12412960,12689164,12943093,13171294,13341199,13411060,13356500,13171679,12882518,12537732,12204306,11938204,11736177,11604538,11618008,11868873,12412311,13299016,14485543,15816601,17075728,18110662,18853444,19357126,19737770,20170847,20779957,21606992,22600774,23680871,24726689,25654274,26433058,27100542,27722281,28394806,29185511,30117411,31161378,32269592,33370804,34413603,35383028,36296111,37171922,38041757,38928341
Afghanistan,AFG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7456352920068,2.9485968015687,1.104938261827,-1.25159664469855,1.78064395977269,5.63724317825185,-0.787842655012938,-1.42003965482249,9.83654897047623,-9.57564016948643,-28.002141656046,-7.18711091636951,9.55941169434753,8.30286659112861,13.3223333200803,9.09999944360231,-10.9199840851035,8.83008770869769,12.8898967331889,6.95003613422918,8.29007002725658,4.53996064044722,5.5300507779332,5.5099986931984,5.52991480926491,5.90008395738064,5.97998203625438,7.49996956029166,3.35006652793865,3.70689230100683,2.54532184477017,1.41752599216287,1.00198715014967,1.77448678495493,2.21875223166761,3.31480475341897,3.80219748796804,4.07130129479023,2.17369228814495,-3.31123944391327
Albania,ALB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1992.29193141135,2064.98366201803,2081.41762946956,2060.25372979627,1992.11089530965,1986.32191372469,2058.12060889689,2001.53265726801,1936.2322073095,2070.28951506789,1838.66748471688,1331.80531341432,1243.60582446625,1370.82607057959,1493.78590178292,1703.28184475531,1869.86587314624,1676.12710708271,1835.6466813013,2085.42599716821,2244.62463172571,2453.62441365203,2572.72143217486,2725.17138911963,2887.37034243453,3062.67388299547,3263.90171311883,3485.32240934607,3775.58131429173,3928.45039149695,4094.3503344202,4209.87480089435,4276.60790388367,4327.37995998728,4413.29689127908,4524.3730858712,4681.82656299266,4864.31061630449,5074.85722194352,5207.30532165124,5064.06191586953
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226.005421253526,85.0047512387157,22.5650526933695,7.79321853789217,12.7254778087102,33.1802743753956,20.6428588670596,0.389437653561642,0.0500181363468379,3.10758827031432,7.77052583431552,0.484002611818479,2.28001916938099,2.36658195679796,2.37072831904282,2.9326824816232,3.36313757366387,2.23139683475871,-4.29847468635621,3.42912324722164,2.03159268395298,1.93762080205227,1.62586504402607,3.50120835492656,-0.367317209784628,2.0605984592022,2.02805963071136,1.41109078954248,1.62088661717004
